"lang"
{
	"Language"		"English"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_60_Description"	"Permanently increases your hero's Strength by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_3"				"Tome of Gods (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_3_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6"				"Tome of Gods (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_60"				"Tome of Gods (+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_60_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED"				"Medical Tractate"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED_Description"	"Permanently increases your hero's Health by 500 and mana by 300."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP"				"Tome of Heroes"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP_Description"	"Increases your hero's level by 1."

"DOTA_TOOLTIP_ABILITY_ITEM_REPICK"					"Rebirth Scroll"
"DOTA_TOOLTIP_ABILITY_ITEM_REPICK_Description"		"Grants the ability to change your hero. Your level, items and gold are preserved. Heroes already taken by other players are unavailable. Cannot be used during a duel. Consumed on use."

"DOTA_Tooltip_ability_item_vampire_claw"								"Vampire Claw"
"DOTA_Tooltip_ability_item_vampire_claw_Description"                    "<h1>Active: Blood Rivers</h1> Instantly restores %heal_per_charge% health per charge stored.<br><br>Max %max_charges% charges. Gains a %charges_for_attack_hero% charge per hit on hero and %charges_for_attack_creep% charge per hit on creep.\n<h1>Passive: Lifesteal</h1>Restores the owner of %lifesteal%%  health from damage dealt"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_damage"                   "+$damage"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_str"                   	"+$str"

"DOTA_Tooltip_ability_item_void_stick"							"Void Scepter"
"DOTA_Tooltip_ability_item_void_stick_Description"				"<h1>Active: Void Astral</h1> CHANNEL вЂ” Hide your unit from map for a %astral_duration% seconds and regenerate %astral_regen%% of health and mana in second. After successfull channeling, owner get buff that increase mana regeneration for %after_cast_mana_regen% and decrease mana usage for %after_cast_reduce_manacost_pct%% for a %after_cast_bonus_duration% seconds.\n<h1>Passive: Cooldown Reduction</h1> Reduce cooldown of abilities and items for %cooldown_reduction%%."

"DOTA_Tooltip_ability_item_void_stick_bonus_int"				"+$int"
"DOTA_Tooltip_ability_item_void_stick_bonus_hp"					"+$health"
"DOTA_Tooltip_ability_item_void_stick_bonus_mana"				"+$mana"
"DOTA_Tooltip_ability_item_void_stick_bonus_mpregen"			"+$mana_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_hpregen"			"+$hp_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_castrange"			"+$cast_range"
"DOTA_Tooltip_ability_item_void_stick_bonus_speed"				"+$move_speed"

"DOTA_Tooltip_modifier_item_void_stick_astral"					"Void Astral"
"DOTA_Tooltip_modifier_item_void_stick_astral_Description"		"Restoring %astral_duration%% health and mana"

"DOTA_Tooltip_modifier_item_void_stick_pull"					"Void Attractiing"
"DOTA_Tooltip_modifier_item_void_stick_pull_Description"		"Attracting by Void Scepter"

"DOTA_Tooltip_modifier_void_stick_active_finish"				"Void Scepter"

"DOTA_Tooltip_Ability_item_wisdom_shard"							"Wisdom Shard"
"DOTA_Tooltip_Ability_item_wisdom_shard_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_wisdom_shard_bonus_spellamp"            "%+$spell_amp"
"DOTA_Tooltip_Ability_item_wisdom_shard_lore"						"Scepter shard of old forgotten wizard."

"DOTA_Tooltip_ability_angel_arena_fountain"							"Fountain Aura"
"DOTA_Tooltip_ability_angel_arena_fountain_Description"				"Fountain block 50% damage to nearly allies."

"npc_aa_bulding_obelisk_radiant"										"Ancient Obelisk"
"npc_aa_bulding_obelisk_dire"											"Ancient Obelisk"

"DOTA_Tooltip_Ability_ability_obelisk_passive" 							"Ancient Obelisk" 
"DOTA_Tooltip_Ability_ability_obelisk_passive_Description"				"Ancient obelisk can't be destroyed.\nObelisk can be disabled, and teleportation on obelisk will be impossible."

"DOTA_Tooltip_modifier_rune_dd_one"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_one_Description"					"Increase damage on 60%"
"DOTA_Tooltip_modifier_rune_dd_two"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_two_Description"					"Increase damage on 300%"
"DOTA_Tooltip_modifier_rune_dd_three"							"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_three_Description"				"Decrease incoming damage by 10%"

"DOTA_Tooltip_modifier_rune_haster_max"							"Haste"
"DOTA_Tooltip_modifier_rune_haster_max_Description"				"Movement speed increased to the max."

"DOTA_Tooltip_modifier_rune_illusion_one"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_one_Description"			"Increases damage by 30% and movespeed by 50."

"DOTA_Tooltip_modifier_rune_illusion_two"						"Illusions"
"DOTA_Tooltip_modifier_rune_illusion_two_Description"			"Decrease incoming damage by 15%"

"DOTA_Tooltip_ability_item_rune_dd"								"Double Damage"
"DOTA_Tooltip_ability_item_rune_invis"							"Invisibility"
"DOTA_Tooltip_ability_item_rune_regen"							"Regeneration"
"DOTA_Tooltip_ability_item_rune_arcane"							"Arcane"
"DOTA_Tooltip_ability_item_rune_haste"							"Haste"
"DOTA_Tooltip_ability_item_rune_bounty"							"Bounty"

"npc_aa_bulding_shrine_radiant"										"Shrine"
"npc_aa_bulding_shrine_dire"										"Shrine"

"DOTA_Tooltip_ability_ability_shrine_restore"						"Restoration"
"DOTA_Tooltip_ability_ability_shrine_restore_Description"			"Restore health and mana all neary units."
"DOTA_Tooltip_ability_ability_shrine_restore_aura_radius"			"RADIUIS:"
"DOTA_Tooltip_ability_ability_shrine_restore_health_regen_const"	"HEALTH REGEN:"
"DOTA_Tooltip_ability_ability_shrine_restore_mana_regen_const"		"MANA REGEN:"
"DOTA_Tooltip_ability_ability_shrine_restore_health_regen_pct"		"%HEALTH REGEN:"
"DOTA_Tooltip_ability_ability_shrine_restore_mana_regen_pct"		"%MANA REGEN:"

"DOTA_Tooltip_modifier_ability_shrine_restore_effect"				"Restoration"
"DOTA_Tooltip_modifier_ability_shrine_restore_effect_Description"	"Health and mana are restoring."

"DOTA_Tooltip_ability_summons_attack_magical"							"Summon Power"
"DOTA_Tooltip_ability_summons_attack_magical_Description"				"Summon with chance 50% can deal magical damage from his physical damage."
"DOTA_Tooltip_ability_summons_attack_magical_dmg_to_magical"			"%DAMAGE TO MAGICAL DAMAGE:"

"DOTA_Tooltip_ability_summons_attack_lycan_wolfs"							"Summon Power"
"DOTA_Tooltip_ability_summons_attack_lycan_wolfs_Description"				"Summon with chance 50% can deal magical damage from his physical damage."
"DOTA_Tooltip_ability_summons_attack_lycan_wolfs_dmg_to_magical"			"%DAMAGE TO MAGICAL DAMAGE:"

// AAC

//MOBS

	"npc_ba_creep_golem_radiant" "Golem"
	"npc_ba_creep_centaur_radiant" "Centaur"
	"npc_ba_creep_dragon_radiant" "Thunder Lizard"
	"npc_ba_creep_vulture_dire" "Vulture"
	"npc_ba_creep_satyr_dire" "Satyr"
	"npc_ba_creep_dragon_dire" "Dragon"
"npc_angel_of_love" "Angel Of Love"
"npc_angel_of_hate" "Angel Of Hate"
"npc_monk_of_love" "Monk Of Love"
"npc_monk_of_hate" "Monf Of Hate"
"npc_dota_custom_guardian" "Guardian"
"Demon_possessed" "Possessed"

// ITEMS

"DOTA_Tooltip_Ability_item_angels_desolators"						"Angels Desolator"
"DOTA_Tooltip_Ability_item_angels_desolators_Description"			"<h1>Passive: Corruption</h1> Your attacks reduce the target's armor for 15 seconds.\n\n"
"DOTA_Tooltip_Ability_item_angels_desolators_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_angels_desolators_corruption_armor"		"ARMOR REDUCE:"
"DOTA_Tooltip_Ability_item_angels_desolators_corruption_duration"	"DURATION:"
"DOTA_Tooltip_modifier_angels_desolators_armor"						"Broken Armor"
"DOTA_Tooltip_modifier_angels_desolators_armor_Description"			"Armor reduced by 16."

"DOTA_Tooltip_Ability_item_cursed_sange"      						"Damned Swords"
"DOTA_Tooltip_Ability_item_cursed_sange_Description"    			"<h1>Passive: Greater Maim</h1> Each attack has a chance to slow the enemy's movement and attack speed. \n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_cursed_sange_bonus_damage"    			"+$damage"
"DOTA_Tooltip_Ability_item_cursed_sange_bonus_str"     			"+$str"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_chance"    			"%CURSE CHANCE:"
"DOTA_Tooltip_Ability_item_cursed_sange_cuse_duration"    			"CURSE DURATION:"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_slow"    			"%CURSE SLOW:"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_attackspeed"  		"CURSE SLOW ATTACK:"
"DOTA_Tooltip_modifier_curse_cursed_sange"       					"Cursed!"

"DOTA_Tooltip_ability_item_saint_yasha"							"Saint Yasha"
"DOTA_Tooltip_Ability_item_saint_yasha_Description"    			"\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_damage"    			"+$damage"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_agility"    			"+$agi"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_attack_speed"  				"+$attack"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_speed"    			"%+$move_speed"

"DOTA_Tooltip_Ability_item_veil_of_discord_2"					        "Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_2_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_2_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_2_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_2_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_2_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_2_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_2_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_veil_of_discord_3"					        "Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_3_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_3_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_3_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_3_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_3_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_3_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_3_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_veil_of_discord_4"					        "Burning Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_4_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_4_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_4_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_4_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_4_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_4_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_4_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_ethereal_blade_2"					        "Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_2_spell_amp"					"%+Spell Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_2_spell_lifesteal_amp"			"%+Spell Lifesteal Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_2_mana_regen_multiplier"		"%+Mana Regen Amplification"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_blast_movement_slow"	"%BLAST ENEMY MOVE SLOW:"		
//"DOTA_Tooltip_ability_item_ethereal_blade_2_duration"					"BLAST ENEMY DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_duration_ally"				"BLAST ALLY/SELF DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_ethereal_damage_bonus"		"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Lore"						"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
"DOTA_Tooltip_modifier_item_ethereal_blade_2_ethereal"				"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_2_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked."
"DOTA_Tooltip_modifier_item_ethereal_blade_2_slow"				"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_2_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

"DOTA_Tooltip_Ability_item_ethereal_blade_3"					        "Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_3_spell_amp"					"%+Spell Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_3_spell_lifesteal_amp"			"%+Spell Lifesteal Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_3_mana_regen_multiplier"		"%+Mana Regen Amplification"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_blast_movement_slow"	"%BLAST ENEMY MOVE SLOW:"		
//"DOTA_Tooltip_ability_item_ethereal_blade_3_duration"					"BLAST ENEMY DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_duration_ally"				"BLAST ALLY/SELF DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_ethereal_damage_bonus"		"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Lore"						"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
"DOTA_Tooltip_modifier_item_ethereal_blade_3_ethereal"				"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_3_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked."
"DOTA_Tooltip_modifier_item_ethereal_blade_3_slow"				"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_3_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

"DOTA_Tooltip_Ability_item_ethereal_blade_4"					        "Burning Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_4_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
