"lang"
{
	"Language"		"Russian"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_slow"    			"%CURSE SLOW:"
"DOTA_Tooltip_Ability_item_cursed_sange_curse_attackspeed"  		"CURSE SLOW ATTACK:"
"DOTA_Tooltip_modifier_curse_cursed_sange"       					"Cursed!"

"DOTA_Tooltip_ability_item_saint_yasha"							"Saint Yasha"
"DOTA_Tooltip_Ability_item_saint_yasha_Description"    			"\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_damage"    			"+$damage"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_agility"    			"+$agi"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_attack_speed"  				"+$attack"
"DOTA_Tooltip_Ability_item_saint_yasha_bonus_speed"    			"%+$move_speed"

"DOTA_Tooltip_Ability_item_veil_of_discord_2"					        "Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_2_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_2_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_2_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_2_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_2_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_2_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_2_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_veil_of_discord_3"					        "Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_3_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_3_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_3_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_3_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_3_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_3_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_3_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_veil_of_discord_4"					        "Burning Veil OF Discord"
"DOTA_Tooltip_ability_item_veil_of_discord_4_Description"					"<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemy heroes to take %spell_amp%%% increased damage from spells and deals %shield_damage% damage to all barriers.<br><br>Range: %abilitycastrange%<br>Duration: %resist_debuff_duration% seconds. \n\n<h1>Passive: Basilius Aura</h1>Grants %aura_mana_regen% mana regeneration to allies.  <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_ability_item_veil_of_discord_4_Lore"					"The headwear of corrupt magi."
"DOTA_Tooltip_ability_item_veil_of_discord_4_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_veil_of_discord_4_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_veil_of_discord_4_debuff_radius"				"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_4_resist_debuff_duration"			"MAGIC WEAKNESS DURATION:"
"DOTA_Tooltip_ability_item_veil_of_discord_4_resist_debuff"				"%INCREASED MAGIC DAMAGE:"

"DOTA_Tooltip_Ability_item_ethereal_blade_2"					        "Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_2_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_2_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_2_spell_amp"					"%+Spell Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_2_spell_lifesteal_amp"			"%+Spell Lifesteal Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_2_mana_regen_multiplier"		"%+Mana Regen Amplification"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_blast_movement_slow"	"%BLAST ENEMY MOVE SLOW:"		
//"DOTA_Tooltip_ability_item_ethereal_blade_2_duration"					"BLAST ENEMY DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_duration_ally"				"BLAST ALLY/SELF DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_2_ethereal_damage_bonus"		"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_item_ethereal_blade_2_Lore"						"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
"DOTA_Tooltip_modifier_item_ethereal_blade_2_ethereal"				"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_2_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked."
"DOTA_Tooltip_modifier_item_ethereal_blade_2_slow"				"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_2_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

"DOTA_Tooltip_Ability_item_ethereal_blade_3"					        "Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_3_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_3_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_3_spell_amp"					"%+Spell Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_3_spell_lifesteal_amp"			"%+Spell Lifesteal Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_3_mana_regen_multiplier"		"%+Mana Regen Amplification"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_blast_movement_slow"	"%BLAST ENEMY MOVE SLOW:"		
//"DOTA_Tooltip_ability_item_ethereal_blade_3_duration"					"BLAST ENEMY DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_duration_ally"				"BLAST ALLY/SELF DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_3_ethereal_damage_bonus"		"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_item_ethereal_blade_3_Lore"						"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
"DOTA_Tooltip_modifier_item_ethereal_blade_3_ethereal"				"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_3_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked."
"DOTA_Tooltip_modifier_item_ethereal_blade_3_slow"				"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_3_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

"DOTA_Tooltip_Ability_item_ethereal_blade_4"					        "Burning Ethereal Blade"
"DOTA_Tooltip_ability_item_ethereal_blade_4_Description"					"<h1>Active: Ether Blast</h1>Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and %ethereal_damage_bonus%%% more vulnerable to magic damage.<br><br>  Enemy targets are also slowed by %blast_movement_slow%%%, and take %blast_agility_multiplier%x your target's primary attribute + %blast_damage_base% as magical damage.<br><br>Range: %abilitycastrange%<br>Duration: %duration% seconds"
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note0"						"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note1"						"Ethereal units take %ethereal_damage_bonus%%% bonus magic damage."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note2"						"For Universal Heroes, their primary attribute is 60%% the sum of all their attributes."
"DOTA_Tooltip_ability_item_ethereal_blade_4_Note3"						"Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form."
"DOTA_Tooltip_ability_item_ethereal_blade_4_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_ethereal_blade_4_bonus_strength"				"+$str"
"DOTA_Tooltip_ability_item_ethereal_blade_4_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_ethereal_blade_4_spell_amp"					"%+Spell Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_4_spell_lifesteal_amp"			"%+Spell Lifesteal Amplification"
"DOTA_Tooltip_ability_item_ethereal_blade_4_mana_regen_multiplier"		"%+Mana Regen Amplification"
//"DOTA_Tooltip_ability_item_ethereal_blade_4_blast_movement_slow"	"%BLAST ENEMY MOVE SLOW:"		
//"DOTA_Tooltip_ability_item_ethereal_blade_4_duration"					"BLAST ENEMY DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_4_duration_ally"				"BLAST ALLY/SELF DURATION:"
//"DOTA_Tooltip_ability_item_ethereal_blade_4_ethereal_damage_bonus"		"%INCREASED MAGIC DAMAGE:"
"DOTA_Tooltip_ability_item_ethereal_blade_4_Lore"						"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes."
"DOTA_Tooltip_modifier_item_ethereal_blade_4_ethereal"				"Ether Blast"
"DOTA_Tooltip_modifier_item_ethereal_blade_4_ethereal_Description"	"Ethereal Form. Taking %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%% increased magic damage and cannot attack or be attacked."
"DOTA_Tooltip_modifier_item_ethereal_blade_4_slow"				"Ethereal Blade Slow"
"DOTA_Tooltip_modifier_item_ethereal_blade_4_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

"DOTA_Tooltip_Ability_item_rebels_sword_2"							"Possessed Rebels Sword"
"DOTA_Tooltip_Ability_item_rebels_sword_2_Description"				"<h1>Passive: Corrosive Armor</h1> Reduces the enemy armor with every hit.\n After %max_disarmor_pct%%  disarmor, next attacks will applies additional %disarmor_const% disarmor per hit."
"DOTA_Tooltip_Ability_item_rebels_sword_2_Lore"                       "Weapons of Burning Legion"
"DOTA_Tooltip_Ability_item_rebels_sword_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_rebels_sword_2_bonus_all_stats"			"+$all"
"DOTA_Tooltip_Ability_item_rebels_sword_2_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_Ability_item_rebels_sword_2_disarmor"					"%DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_2_disarmor_const"				"DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_2_max_disarmor_pct"			"%MAX DISARMOR:"
"DOTA_Tooltip_Ability_item_rebels_sword_2_duration"					"DISARMOR DURATION:"
"DOTA_Tooltip_modifier_rebels_sword_2_disarmor" 						"Rebel Disarmor" 
"DOTA_Tooltip_modifier_rebels_sword_2_disarmor_Description"			"Armor decreased by rebels sword"

"DOTA_Tooltip_Ability_item_power_amulet"						"Power Amulet"
"DOTA_Tooltip_Ability_item_power_amulet_Description"			"<h1>Active: Amulet Blast</h1> Оглушает каждого врага в радиусе 400 на 0.2 секунды за каждый заряд. Также мгновенно исцеляет заклинателя на 500 единиц здоровья и дополнительно исцеляет 2% здоровья за каждый заряд.\n<h1>Passive: Rune Collector</h1> Дает один заряд за каждую активированную руну.\n<h1>Passive: Damage Collector</h1> Уменьшает броню атакованного врага на каждый заряд и увеличивает уровн заклинателя."
"DOTA_Tooltip_Ability_item_power_amulet_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_power_amulet_bonus_stat"				"+$all"
"DOTA_Tooltip_Ability_item_power_amulet_damage_const"			"DAMAGE:"
"DOTA_Tooltip_Ability_item_power_amulet_dmg_per_charge"			"DAMAGE PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_stun_per_charge"		"STUN PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_heal_const"				"HEAL:"
"DOTA_Tooltip_Ability_item_power_amulet_heal_pct_per_charge"	"%HEAL PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_disarmor_per_charge"	"DISARMOR:"
"DOTA_Tooltip_Ability_item_power_amulet_duration_disarmor"		"DISARMOR DURATION:"
"DOTA_Tooltip_Ability_item_power_amulet_radius"					"RADIUS:"
"DOTA_Tooltip_Ability_item_power_amulet_lost_death_tooltip"		"%LOST CHARGE ON DEATH:"
"DOTA_Tooltip_modifier_power_amulet_disarmor"					"DISARMOR"
"DOTA_Tooltip_modifier_power_amulet_damage"						"DAMAGE INCREASED"
"DOTA_Tooltip_modifier_power_amulet_damage_Description"			"Increase damage for every stack"


"DOTA_Tooltip_Ability_item_mystic_amulet"						"Mystic Amulet"
"DOTA_Tooltip_Ability_item_mystic_amulet_Description"			"<h1>Active: Mystic Release</h1> Deal damage to every nearby enemy. Damage depends on the current health.\n<h1>Passive: Rune Collector</h1> Grants one charge for every activated rune.\n<h1>Passive: Mystic Collector</h1> Increase armor and intellect for every charge."
"DOTA_Tooltip_Ability_item_mystic_amulet_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_mystic_amulet_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_mystic_amulet_damage_const"			"DAMAGE:"
"DOTA_Tooltip_Ability_item_mystic_amulet_dmg_per_charge"		"%DAMAGE PER CHARGE:"
