"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_item_armlet_3_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_armlet_3_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_ability_item_armlet_3_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_armlet_3_bonus_health_regen"			"+$hp_regen"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\armlet.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\awful_mask.txt' begin 
"DOTA_Tooltip_Ability_item_awful_mask"								"Awful Mask"
"DOTA_Tooltip_Ability_item_awful_mask_Description"					"<h1>Passive: Lifesteal</h1> Heals the attacker for a percentage of attack damage dealt.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_awful_mask_bonus_damage"					"+$damage"
"DOTA_Tooltip_Ability_item_awful_mask_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_awful_mask_bonus_str"					"+$str"
"DOTA_Tooltip_Ability_item_awful_mask_bonus_health"					"+$health"
"DOTA_Tooltip_Ability_item_awful_mask_lifesteal"					"%Lifesteal:"
"DOTA_Tooltip_Ability_item_awful_mask_dummy"						"Awful Mask"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_Description"			"<h1>Passive: Lifesteal</h1> Heals the attacker for a percentage of attack damage dealt.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_bonus_str"				"+$str"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_bonus_health"			"+$health"
"DOTA_Tooltip_Ability_item_awful_mask_dummy_lifesteal"				"%Lifesteal:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\awful_mask.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\azrael_crossbow.txt' begin 
"DOTA_Tooltip_ability_item_azrael_crossbow"							"Azrael Crossbow"
"DOTA_Tooltip_ability_item_azrael_crossbow_Description"				"<h1>Active: Angel Shot</h1>Owner shots from crossbow into selected target, when bolt contant with target it applies owner attack and stun enemy for %stun_duration%  seconds and dealing %damage%  + %attack_to_dmg%%  damage from attack. Heals owner in depends of dealed damage.\n<h1>Passive: Critical Strike</h1> Each owner attack have chance %crit_chance%%  to deal %crit_damage%%  critical damage.\n<h1>Passive: Secondary Attack</h1>When owner is ranged attacker grants owner additional attack with %attack_cd%  seconds cooldown."
"DOTA_Tooltip_ability_item_azrael_crossbow_Note0"					"Angel Shot applies attack modifiers."
"DOTA_Tooltip_ability_item_azrael_crossbow_Note1"					"Secondary Attack applies attack modifiers"
"DOTA_Tooltip_ability_item_azrael_crossbow_lore"					"That crossbow was belong to Azrael and he was killed from that crossbow"

"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_damage"			"+$damage"
"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_stats"				"+$all"
"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_as"				"+$attack"
"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_hpreg"				"+$hp_regen"
"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_mpreg"				"+$mana_regen"
"DOTA_Tooltip_ability_item_azrael_crossbow_bonus_attack_range"		"+$attack_range"

"DOTA_Tooltip_ability_item_azrael_crossbow_projectile_speed"		"PROJECTILE SPEED:"

"DOTA_Tooltip_modifier_azrael_crossbow_stun"						"Azrael Crossbow Stun"
"DOTA_Tooltip_modifier_azrael_crossbow_cd"							"Secondary Attack Cooldown"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\azrael_crossbow.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\bandolin_blade.txt' begin 
"DOTA_Tooltip_Ability_item_bandoline_blade"							"Bandolin's Blade"
"DOTA_Tooltip_Ability_item_bandoline_blade_Description"				"<h1>Passive: Phantom Attack</h1> Second attack after %attack_delay% seconds for melee heroes."
"DOTA_Tooltip_Ability_item_bandoline_blade_note0"					"Phantom Attack applies attack modifiers."
"DOTA_Tooltip_Ability_item_bandoline_blade_lore"					"That blade was used by legendary duelist but now it transfers from hand to hand seeking glory, richness and power."
"DOTA_Tooltip_Ability_item_bandoline_blade_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_bandoline_blade_bonus_as"				"+$attack"
"DOTA_Tooltip_Ability_item_bandoline_blade_bonus_stats"				"+$all"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\bandolin_blade.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\battle_fury.txt' begin 
"DOTA_Tooltip_ability_item_bfury_2"								"Battle Fury"
"DOTA_Tooltip_ability_item_bfury_2_Description"					"<h1>Active: Chop Tree</h1> Destroy the targeted tree.\n<h1>Passive: Greater Maim</h1> Each attack has a chance to slow the enemy's movement and attack speed.\n<h1>Passive: Cleave</h1> Deals a percent of attack damage in an area around the target. Ranged units cannot Cleave.\n<h1>Passive: Quell</h1> Increases attack damage against non-hero units, based on whether the equipped hero is ranged or melee. Does not provide bonus damage against Roshan. "
"DOTA_Tooltip_ability_item_bfury_2_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_bfury_2_bonus_str"					"+$str"
"DOTA_Tooltip_ability_item_bfury_2_bonus_speed"					"%+$move_speed"
"DOTA_Tooltip_ability_item_bfury_2_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_ability_item_bfury_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_bfury_2_curse_chance"				"%CURSE CHANCE:"
"DOTA_Tooltip_ability_item_bfury_2_curse_duration"				"DURATION:"
"DOTA_Tooltip_ability_item_bfury_2_curse_attackspeed"			"CURSE ATTACKSLOW:"
"DOTA_Tooltip_ability_item_bfury_2_curse_slow"					"%CURSE SPEED SLOW:"
"DOTA_Tooltip_ability_item_bfury_2_cleave"						"%CLEAVE:"
"DOTA_Tooltip_ability_item_bfury_2_cleave_radius"				"CLEAVE RADIUS:"
"DOTA_Tooltip_ability_item_bfury_2_mp_regen"					"+$mana_regen"
"DOTA_Tooltip_ability_item_bfury_2_health_regen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_bfury_2_quelling_bonus"				"%QUELL MELEE DAMAGE:"
"DOTA_Tooltip_ability_item_bfury_2_quelling_bonus_ranged"		"%QUELL RANGED DAMAGE:"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\battle_fury.txt' end

"DOTA_Tooltip_ability_item_demons_fury"							"Demons Fury"
"DOTA_Tooltip_ability_item_demons_fury_Description"				"<h1>Active: Chop Tree</h1> Destroy the targeted tree.\n<h1>Passive: Hellfire</h1> Decrease target armor by %disarmor% for %disarmor_duration% seconds.\n<h1>Passive: Curse Hit</h1> Each attack has a %maim_chance%% chance to apply a maim that slows enemy attack speed by %maim_decrease_as% and movement speed by %maim_decrease_ms%% for %maim_duration% seconds.\n<h1>Passive: Cleave</h1> Deals a percent of attack damage in a area around the target. Ranged units cannot Cleave."
"DOTA_Tooltip_Ability_item_demons_fury_bonus_damage"				"+$damage"	
"DOTA_Tooltip_Ability_item_demons_fury_bonus_str"					"+$str"
"DOTA_Tooltip_Ability_item_demons_fury_bonus_agi"					"+$agi"
"DOTA_Tooltip_Ability_item_demons_fury_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_demons_fury_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_demons_fury_status_resist"				"+$hp_regen"
"DOTA_Tooltip_Ability_item_demons_fury_bonus_ms"					"%+$move_speed"
"DOTA_Tooltip_Ability_item_demons_fury_bonus_status_resist"		"%+$status_resist"
"DOTA_Tooltip_ability_item_demons_fury_splash_pct"						"%CLEAVE:"
"DOTA_Tooltip_ability_item_demons_fury_splash_pct_creeps"						"%CLEAVE TO CREEPS:"
"DOTA_Tooltip_modifier_item_desolator_datadriven_corruption"							"Demons Fury Disarmor"
"DOTA_Tooltip_modifier_demons_fury_maim"							"Demons Fury Maim"
"DOTA_Tooltip_ability_item_demons_fury_disarmor"					"DISARMOR:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\blessed_essence.txt' begin 
"DOTA_Tooltip_Ability_item_blessed_essence"							"Blessed Essence"
"DOTA_Tooltip_Ability_item_blessed_essence_Description" "Blessed essence, which in ancient times was obtained by killing monks of a forgotten order.\n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_blessed_essence_bonus_stats"				"+$all"
"DOTA_Tooltip_Ability_item_blessed_essence_bonus_hp"				"+$health"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\blessed_essence.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\boss_soul.txt' begin 
"DOTA_Tooltip_Ability_item_boss_soul"									"Boss Soul"
"DOTA_Tooltip_Ability_item_boss_soul_Description"						"Can be obtained by killing any boss or can be purchased in shop."
"DOTA_Tooltip_Ability_item_boss_soul_lore"								"Soul of mighty creature can be used for creating great artifacts."

"DOTA_Tooltip_Ability_item_boss_soul_dummy"								"Boss Soul"
"DOTA_Tooltip_Ability_item_boss_soul_dummy_Description"					"Can be obtained by killing any boss or can be purchased in shop."
"DOTA_Tooltip_Ability_item_boss_soul_lore"								"Soul of mighty creature can be used for creating great artifacts."


"DOTA_Tooltip_ability_item_burning_blades"							"Burning Blades"
"DOTA_Tooltip_ability_item_burning_blades_Description"				"<h1>Passive: Burning Maim</h1> Each attack has a chance to slow the enemy's movement and attack speed.\n<h1>Passive: Burning Corruption</h1> Your attacks reduce target's armor.\n\nWeapons of Burning Legion"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_damage"    			"+$damage"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_str"     			"+$str"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_agility"    		"+$agi"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_speed"    			"%+$move_speed"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_attack_speed"  		"+$attack"
"DOTA_Tooltip_Ability_item_burning_blades_curse_chance"    			"%CURSE CHANCE:"
"DOTA_Tooltip_Ability_item_burning_blades_cuse_duration"    		"CURSE DURATION:"
"DOTA_Tooltip_Ability_item_burning_blades_curse_slow"    			"%CURSE SLOW:"
"DOTA_Tooltip_Ability_item_burning_blades_curse_attackspeed"  		"CURSE SLOW ATTACK:"
"DOTA_Tooltip_Ability_item_burning_blades_bonus_armor"				"ARMOR REDUCE:"
"DOTA_Tooltip_Ability_item_burning_blades_duration"					"REDUCE DURATION:"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\burning_butterfly.txt' begin 
"DOTA_Tooltip_Ability_item_burning_butterfly"					"Burning Butterfly"
"DOTA_Tooltip_Ability_item_burning_butterfly_Description"		"A Sacred weapon which provides an incredible amount of dexterity and a chance to absorb damage in combat."
"DOTA_Tooltip_Ability_item_burning_butterfly_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_burning_butterfly_bonus_dmg"			"+$damage"
"DOTA_Tooltip_Ability_item_burning_butterfly_bonus_evasion"		"%+$evasion"
"DOTA_Tooltip_Ability_item_burning_butterfly_bonus_attackspeed"	"+$attack"
"DOTA_Tooltip_Ability_item_burning_butterfly_bonus_mvspd_pct"	"%+$move_speed"
"DOTA_Tooltip_Ability_item_burning_butterfly_absorb_chance"		"%ABSORB CHANCE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\burning_butterfly.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\center_of_peace.txt' begin 
"DOTA_Tooltip_ability_item_center_of_peace"								    "Center Of Peace"
"DOTA_Tooltip_ability_item_center_of_peace_Description"						"<h1>Channeling: Meditation</h1> Owner restore %mana_regen_total_pct%% of mana and get %bonus_magical_resist%% magical resist for a %channel_time_tooltip% seconds. \nAfter successfull channeling, owner get buff that increase mana regeneration for %after_cast_mana_regen% and decrease mana usage for %after_cast_reduce_manacost_pct%% for a %after_cast_bonus_duration% seconds."
"DOTA_Tooltip_ability_item_center_of_peace_bonus_mana"						"+$mana"
"DOTA_Tooltip_ability_item_center_of_peace_bonus_int"					    "+$int"
"DOTA_Tooltip_ability_item_center_of_peace_bonus_agi"				        "+$agi"
"DOTA_Tooltip_ability_item_center_of_peace_bonus_str"				        "+$str"
"DOTA_Tooltip_ability_item_center_of_peace_bonus_manaregen"				     "+$mana_regen"

"DOTA_Tooltip_modifier_center_of_peace_active_channel"				     "Center Of Peace"
"DOTA_Tooltip_modifier_center_of_peace_active_channel_Description"		 "Restoring mana"
"DOTA_Tooltip_modifier_center_of_peace_active_finish"				     "Center Of Peace"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\center_of_peace.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\charon_scepter.txt' begin 
"DOTA_Tooltip_Ability_item_charon"						"Charon's Scepter"
"DOTA_Tooltip_Ability_item_charon_Description"			"<h1>Active: Disappear</h1> Unit briefly shifts into another dimension where it is immune from harm and has health regen."
"DOTA_Tooltip_Ability_item_charon_bonus_speed"			"+$move_speed"
"DOTA_Tooltip_Ability_item_charon_bonus_int"			"+$int"
"DOTA_Tooltip_Ability_item_charon_bonus_manaregen"		"+$mana_regen"
"DOTA_Tooltip_Ability_item_charon_hp_regen_pct"			"%ASTRAL REGEN:"
"DOTA_Tooltip_Ability_item_charon_astral_duration"		"ASTRAL DURATION:"

"DOTA_Tooltip_modifier_charon"							"Charon Regeneration"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\charon_scepter.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\consumption_orb.txt' begin 
"DOTA_Tooltip_Ability_item_consumption_orb"							"Consumption Orb"
"DOTA_Tooltip_Ability_item_consumption_orb_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_consumption_orb_bonus_str"				"+$str"
"DOTA_Tooltip_Ability_item_consumption_orb_lore"					"Old sphere of insatiable consumption that distort humans wishes."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\consumption_orb.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\corrupted_skull.txt' begin 
"DOTA_Tooltip_Ability_item_corrupted_skull"							"Corrupted Skull"
"DOTA_Tooltip_Ability_item_corrupted_skull_Description"				"<h1>Passive: Great Corruption</h1> Decreasing armor of attacked target by %disarmor% for %disarmor_duration% seconds."
"DOTA_Tooltip_Ability_item_corrupted_skull_lore"					"Cursed by all gods skull belongs to old forgotten creatures."
"DOTA_Tooltip_Ability_item_corrupted_skull_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_corrupted_skull_bonus_str"				"+$str"

"DOTA_Tooltip_modifier_corrupted_skull_debuff"						"Great Corruption"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\corrupted_skull.txt' end

		"DOTA_Tooltip_Ability_item_crimson_guard_2"				"Crimson Guard"

				"DOTA_Tooltip_ability_item_crimson_guard_2_Description"						"<h1>Active: Guard</h1> For %duration% seconds, grant nearby allied heroes and buildings a %block_chance_active%%% chance to block damage equal to %block_damage_active% plus %strength_pct%%% of the casters Strength value from each incoming attack.<br>Units may only be affected by Guard once every %tooltip_reapply_time% seconds.<br><br>Radius: %bonus_aoe_radius%\n\n<h1>Passive: Damage Block</h1> Grants a %block_chance%%% chance to block %block_damage_melee% damage from incoming attacks on melee heroes, and %block_damage_ranged% damage on ranged."
		"DOTA_Tooltip_ability_item_crimson_guard_2_Lore"								"A cuirass originally built to protect against the dreaded Year Beast."
		"DOTA_Tooltip_ability_item_crimson_guard_2_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_crimson_guard_2_bonus_health_regen"					"+$hp_regen"
		"DOTA_Tooltip_ability_item_crimson_guard_2_bonus_armor"					"+$armor"
		
		//"DOTA_Tooltip_ability_item_crimson_guard_2_block_damage_melee"			"BLOCK DAMAGE MELEE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_2_block_damage_ranged"				"BLOCK DAMAGE RANGED:"		
		//"DOTA_Tooltip_ability_item_crimson_guard_2_block_chance"						"BLOCK CHANCE:"
		//"DOTA_Tooltip_ability_item_crimson_guard_2_bonus_aoe_armor"				"GUARD ARMOR:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_2_block_damage_melee_active"				"GUARD DAMAGE BLOCK:"
		//"DOTA_Tooltip_ability_item_crimson_guard_2_duration"				"GUARD DURATION:"	
		//"DOTA_Tooltip_ability_item_crimson_guard_2_bonus_aoe_radius"				"GUARD RADIUS:"
		"DOTA_Tooltip_ability_item_crimson_guard_2_Note0"								"Multiple sources of damage block do not stack."

		"DOTA_Tooltip_modifier_item_crimson_guard_2_aura"					"Crimson Guard Armor Bonus"
		"DOTA_Tooltip_modifier_item_crimson_guard_2_aura_Description"		"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_modifier_item_crimson_guard_2_effect"					"Crimson Guard Armor Bonus"
		"DOTA_Tooltip_modifier_item_crimson_guard_2_effect_Description"		"Armor increased by %MODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_modifier_item_crimson_guard_2_extra"		"Guard"
		"DOTA_Tooltip_modifier_item_crimson_guard_2_extra_Description"		"Gained a 100%% chance to block %dMODIFIER_PROPERTY_PHYSICAL_CONSTANT_BLOCK% damage from incoming attacks."
		"DOTA_Tooltip_modifier_item_crimson_guard_2_nostack"	"Guard Cooldown"
		"DOTA_Tooltip_modifier_item_crimson_guard_2_nostack_Description"	"Guard will not affect a unit that has recently been protected by Guard."
		

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\cursed_orb.txt' begin 
"DOTA_Tooltip_Ability_item_cursed_orb"							"Cursed Orb"
"DOTA_Tooltip_Ability_item_cursed_orb_bonus_all"				"+$all"
"DOTA_Tooltip_Ability_item_cursed_orb_lore"						"Cursed orb that increasing stats."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\cursed_orb.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\items\damned_eye.txt' begin
"DOTA_Tooltip_ability_item_damned_eye"									"Damned Eye"
"DOTA_Tooltip_ability_item_damned_eye_Description"						"<h1>Channeling: Damned Heal</h1> CHANNEL — Heals for %heal_const% + (Main Attribute * %heal_per_main_stat%) over %time_to_heal% seconds. Hero must stand still during channeling. Taking damage from an enemy hero interrupts the channel."
"DOTA_Tooltip_ability_item_damned_eye_all_stats"						"+$all"
"DOTA_Tooltip_ability_item_damned_eye_armor"					        "+$armor"
"DOTA_Tooltip_ability_item_damned_eye_health"				            "+$health"
"DOTA_Tooltip_ability_item_damned_eye_health_regen"				    "+$hp_regen"
